State,District,Latitude,Longitude,District code,Population,Households_with_Internet,Hindus,Muslims,Christians,Others_Religions,Households_with_Computer,Housholds_with_Electric_Lighting,Urban_Households,Rural_Households,Higher_Education,Graduate_Education,Illiterate_Education,Literate_Education,SC,ST,sex ratio,literacy_rate,Illiterate_rate
Maharashtra,Sangli,17.154930181086502,74.70713822937628,531,2822143,13212,2440312,239607,9098,769,49056,485126,226801,626872,244804,214003,579039,2124179,353093,18333,97.0,73.0,21.0
Maharashtra,Satara,17.6737908974359,74.18052064102558,527,3003741,14093,2691952,146970,4408,676,57423,562653,200949,774522,299993,243457,545423,2313266,323236,29635,99.0,74.0,18.0
Maharashtra,Sindhudurg,16.170948049777163,73.51329008172343,529,849651,3517,780384,26264,15471,53,15721,194228,44989,295847,89023,48418,121922,702460,55586,6976,104.0,78.0,14.0
Maharashtra,Solapur,17.837357937584812,75.42394823609216,526,4317756,15145,3795424,441254,9882,568,59296,595560,376302,779929,328020,236302,976795,2951035,649745,77592,94.0,67.0,23.0
Maharashtra,Thane,19.698767747440264,72.79882742564581,517,11060148,256170,8716055,1355630,280700,9862,551643,2231800,2904157,713994,1080597,961719,1692022,7739336,730089,1542451,89.0,74.0,15.0
Maharashtra,Wardha,20.80743024390242,78.57259105691062,504,1300774,4313,1057096,53854,2696,2254,16260,266155,120218,268486,158055,93772,212054,1012774,188830,149507,95.0,78.0,16.0
Maharashtra,Washim,20.282282394366213,77.25502394366208,502,1197160,1875,859949,142672,1707,381,10757,196022,55921,274925,116032,47865,291525,899778,229462,80471,93.0,73.0,24.0
Maharashtra,Yavatmal,20.04258346738159,78.05326371760479,510,2772348,6094,2251401,239236,4567,3745,29917,446516,168889,629243,245819,123074,718204,2117390,328518,514057,95.0,73.0,26.0
Manipur,Bishnupur,24.50712111801243,93.8246236024845,275,237399,676,175102,18691,4264,38457,3447,34364,21172,34977,20077,20074,67610,175322,22113,3287,100.0,66.0,28.0
Manipur,Chandel,24.2635812987013,94.09443844155844,280,144182,184,10810,3086,129049,354,1782,18764,3783,30377,12213,8105,38191,115663,540,128280,93.0,63.0,26.0
Manipur,Churachandpur,24.30309718875504,93.38671506024085,274,274143,837,12034,2886,254979,2333,4496,29894,4853,52972,23284,14523,57561,243125,443,254787,97.0,71.0,21.0
Manipur,Senapati,25.08465586034914,94.03366234413956,272,479148,256,43833,1649,426819,1243,2170,22798,1826,38008,40438,24940,191001,347896,1000,419210,94.0,55.0,40.0
Manipur,Tamenglong,24.98312942238265,93.49450740072204,273,140651,125,2995,589,134760,1144,1362,11541,4119,23982,11645,7102,45317,103294,22,134626,94.0,60.0,32.0
Manipur,Thoubal,24.545392553191498,93.97959893617023,276,422168,880,267146,107323,4322,42347,5110,49507,38302,65961,37899,28550,118088,315532,40593,1808,100.0,64.0,28.0
Manipur,Ukhrul,25.05900314960629,94.44129566929138,279,183998,276,7553,1115,174112,32,2437,14026,5806,36084,22729,15636,42156,158906,248,173606,94.0,71.0,23.0
Meghalaya,East Garo Hills,25.82728228228228,90.64684924924916,294,317917,288,17272,3359,289708,5617,2368,24550,11518,62698,9473,2484,100781,218602,509,305180,97.0,60.0,32.0
Meghalaya,East Khasi Hills,25.303763888888884,91.75922519841272,298,825922,5032,144935,14185,543394,115597,19306,135941,108843,106248,58836,61639,168575,634037,5642,661158,101.0,70.0,20.0
Meghalaya,Jaintia Hills,25.33959557069844,92.37608160136298,299,395124,510,12456,1646,271596,107559,4333,41677,7171,76546,13544,8039,165184,215217,1317,376099,101.0,47.0,42.0
Meghalaya,South Garo Hills,25.240568578553614,90.64560349127176,295,142334,179,7036,1050,132984,362,1625,10940,3713,35930,3998,826,44849,95846,319,134237,95.0,58.0,32.0
Meghalaya,West Garo Hills,25.495285185185185,90.03709947089942,293,643291,1630,122936,106788,389956,16950,8872,51301,18594,139351,29404,10856,208900,420622,8810,474009,98.0,56.0,32.0
Meghalaya,West Khasi Hills,25.500889926739926,91.25364542124538,296,383461,149,6498,1533,366881,5878,2462,32873,12299,74832,12295,6450,133244,251275,168,375097,98.0,60.0,35.0
Mizoram,Aizawl,23.90781335453101,92.85359459459472,283,400309,4019,13249,5264,379134,505,21093,79804,80341,20570,37701,31310,38248,347470,627,373542,101.0,85.0,10.0
Mizoram,Champhai,23.54166580976866,93.24221799485862,284,125745,186,1075,699,123446,194,2263,23948,12717,18395,4956,4087,15449,101684,17,123466,98.0,80.0,12.0
Mizoram,Kolasib,24.2020004347826,92.73470391304348,282,83955,367,4000,4426,75210,46,1986,14853,12507,9669,3473,2530,14217,65726,84,73609,96.0,78.0,17.0
Mizoram,Lawngtlai,22.36102843137253,92.66964156862753,287,117894,162,1668,522,63892,2,1329,9283,5273,21993,3763,2515,54874,74574,146,112354,95.0,53.0,47.0
Mizoram,Lunglei,23.007717036172675,92.63512555425892,286,161428,482,5231,1290,127124,5,3725,26394,17315,21479,8503,5509,32451,124314,178,153533,95.0,75.0,20.0
Mizoram,Mamit,23.73852942502819,92.4330803833147,281,86364,90,2989,1782,69104,19,1073,12158,4129,16726,3180,1771,20091,64717,51,82080,93.0,70.0,23.0
Mizoram,Saiha,22.35744801061008,93.02827931034489,288,56574,168,933,514,54977,2,1194,7400,5784,7043,3628,2204,8787,47873,83,54642,98.0,75.0,16.0
Mizoram,Serchhip,23.263864705882344,92.914158496732,285,64937,131,991,335,63444,35,987,12315,8018,7472,2915,2128,5963,54133,32,62889,98.0,84.0,9.0
Nagaland,Dimapur,25.814176811594223,93.75074057971014,265,378811,3303,108900,31212,234239,157,12077,71413,62853,49116,26712,27532,58926,277956,0,223989,92.0,73.0,16.0
Nagaland,Kohima,25.60311428571428,93.78600657596373,270,267988,1928,25496,4384,234955,335,7982,50724,44255,31845,19855,23439,45802,201718,0,224738,93.0,74.0,17.0
Nagaland,Mokokchung,26.478911764705888,94.522426006192,262,194622,537,9840,2057,181847,6,2728,40154,17742,37536,13077,10299,22555,169448,0,178431,93.0,82.0,12.0
Nagaland,Mon,26.69207374301676,95.03072988826828,261,250260,178,8102,3444,236494,1,2844,14398,7415,43607,3565,1772,130529,127058,0,238285,90.0,48.0,52.0
Nagaland,Phek,25.63272986577182,94.56814563758392,266,163418,170,3563,950,158224,198,1558,36182,7295,38903,7268,5926,44456,112110,0,157146,95.0,65.0,27.0
Nagaland,Tuensang,26.21104453280316,94.85809880715708,267,196596,155,2979,1052,191864,1,2251,24998,9451,40690,6008,2760,66450,127913,0,190916,93.0,60.0,34.0
Nagaland,Wokha,26.202611551155112,94.1990815181518,264,166343,198,5605,2043,158236,20,1757,25268,8170,38499,10223,8030,25048,131916,0,156621,97.0,77.0,15.0
Nagaland,Zunheboto,26.028178205128206,94.50026666666668,263,140757,261,2580,772,136995,2,2008,28846,6044,31267,8821,5560,25988,115295,0,136561,98.0,73.0,18.0
Orissa,Baleshwar,21.48570932311624,87.08085828011933,377,2320529,7370,2197709,94254,6434,18345,28289,296834,82440,601154,112392,105962,628627,1742405,478586,275678,96.0,70.0,27.0
Orissa,Bhadrak,20.95262735257214,86.81496204516931,378,1506337,2637,1398543,104202,745,61,15609,164636,54244,373862,71815,67536,323145,1232900,334896,30428,98.0,73.0,21.0
Orissa,Cuttack,20.407640646029623,85.7776810228802,381,2624470,15046,2457729,141263,11985,168,40589,349587,210768,579529,159456,181601,472182,2062622,498633,93745,94.0,77.0,18.0
Orissa,Dhenkanal,20.79887159353349,85.53226836027711,383,1192811,1810,1185542,4805,727,139,10600,117172,36979,315390,53162,43064,341887,859997,234079,162056,95.0,70.0,29.0
Orissa,Gajapati,19.121080882352945,84.14015091911759,389,577817,635,353160,1556,219482,4,5523,63112,23050,152095,17084,12556,335821,268110,39175,313714,104.0,45.0,58.0
Orissa,Ganjam,19.2632617564534,84.80297710437702,388,3529031,9049,3486059,13315,23975,76,41059,405298,219918,795476,121151,97147,1055331,2340777,688235,118928,98.0,63.0,30.0
Orissa,Jharsuguda,21.827058566978184,83.93581682242987,371,579505,2498,553587,12783,10462,67,7555,81433,73962,103224,32909,22010,143508,408064,104620,176758,95.0,70.0,25.0
Orissa,Kalahandi,19.784253092783523,83.1124043814433,395,1576869,1953,1555367,4975,11160,220,12622,91171,38412,456336,40383,27385,765368,780451,286580,449456,100.0,51.0,49.0
Orissa,Kandhamal,20.092878624813142,84.02216352765326,390,733110,768,580300,2138,148895,23,6609,28736,24489,218446,21351,14962,287948,450614,115544,392820,104.0,55.0,39.0
Orissa,Kendrapara,20.606319815982264,86.83763247572003,379,1440361,1628,1386792,50247,1423,24,11836,173107,23494,414749,76449,75926,294723,1242976,309780,9484,101.0,76.0,20.0
Orissa,Khordha,20.054162322274863,85.52234834123229,386,2251673,35701,2147632,84060,12527,434,75588,349860,356895,331834,177974,247498,371244,1945913,297472,115051,93.0,78.0,16.0
Orissa,Koraput,18.82627794779476,82.81278469846964,398,1379647,3988,1294151,8850,68550,3384,17294,85766,78339,381789,32257,29000,770707,547812,196540,697583,103.0,41.0,56.0
Orissa,Malkangiri,18.25227930367506,81.98293636363628,399,613192,448,600219,1871,10039,35,3908,24604,15839,167884,8487,5585,390356,204863,138295,354614,102.0,40.0,64.0
Orissa,Mayurbhanj,21.897621545157754,86.4030408052231,376,2519738,2950,2113079,33706,15008,351714,17999,140189,64479,689110,92060,72847,1094844,1455985,184682,1479576,101.0,54.0,43.0
Orissa,Nayagarh,20.192895622119817,85.05614700460825,385,962789,1163,955754,5278,383,12,8278,124984,26688,261646,36951,33148,232558,745059,136399,58691,92.0,71.0,24.0
Orissa,Nuapada,20.471309512195116,82.59152536585364,394,610382,757,601092,4952,1778,22,4221,43976,11869,197258,19577,10131,316086,338480,82159,206327,102.0,49.0,52.0
Orissa,Puri,19.83509174603177,85.86698989898981,387,1698730,3416,1644905,46094,4239,302,16006,201605,72210,402014,84374,87000,309790,1395194,325133,6129,96.0,76.0,18.0
Orissa,Rayagada,19.292840020060204,83.45860120361095,396,967911,1553,874445,4607,84916,44,9166,61543,49205,237343,21439,17681,583140,346980,139514,541905,105.0,42.0,60.0
Orissa,Sambalpur,21.515752380952385,84.34958483245157,372,1041099,5231,964188,20120,50637,1117,14521,126498,94798,220697,50705,45828,282248,708229,191827,355261,98.0,68.0,27.0
Orissa,Sundargarh,22.06354819277107,84.50524819277099,374,2093437,12787,1532352,71391,385011,89986,35024,223537,230151,387911,120373,94710,660465,1388888,191660,1062349,97.0,64.0,32.0
Puducherry,Karaikal,10.876161726078813,79.82369793621002,637,200222,1868,152638,28835,18391,14,4870,47880,33715,35618,15930,18998,32717,154561,35348,0,105.0,77.0,16.0
Puducherry,Mahe,12.006420793787758,75.28275021570326,636,41816,574,27940,12856,958,3,1484,7150,12110,0,5711,4475,2993,36858,144,0,118.0,87.0,7.0
Puducherry,Yanam,16.707695652173904,82.26187304347832,634,55626,207,53537,1191,873,4,597,12859,15519,0,4101,3836,14923,40860,8427,0,104.0,71.0,27.0
Punjab,Amritsar,31.548679820627772,74.79883856502238,49,2490656,29961,690939,12502,54344,1044,63864,461231,385476,275477,203656,142399,540010,1485800,770864,0,89.0,68.0,22.0
Punjab,Bathinda,30.190524611973352,75.05685898004438,46,1388525,11284,380569,16299,2474,559,32253,255650,137563,218159,96329,70240,438529,793380,450473,0,87.0,61.0,32.0
Punjab,Faridkot,30.591187250996025,74.79751553784862,45,617508,4348,141363,3125,1227,103,12276,113549,58917,99946,48360,29838,204895,373752,240328,0,89.0,62.0,33.0
Punjab,Fatehgarh Sahib,30.64290947368421,76.36208394736842,40,600163,5138,152851,16808,1698,251,14294,113683,57337,117559,59555,34990,142314,432310,192493,0,87.0,71.0,24.0
Punjab,Firozpur,30.63407535211269,74.40245732394365,43,2029074,10042,906408,6844,19358,278,31070,349662,153868,348522,147698,82448,714869,1207928,855726,0,89.0,60.0,35.0
Punjab,Gurdaspur,32.04283371212125,75.3204064393939,35,2298323,14428,1074332,27667,176587,812,38445,411216,185488,420860,243539,104345,478020,1528979,580576,0,90.0,71.0,21.0
Punjab,Hoshiarpur,31.55157169811319,75.8469857442349,38,1586625,13747,1000743,23089,14968,531,34328,319930,128592,422673,176013,93618,294723,1227466,557504,0,96.0,76.0,19.0
Punjab,Jalandhar,31.250336907216507,75.54400350515463,37,2193590,39082,1394329,30233,26016,805,79134,446200,377791,330339,216646,162965,387809,1575774,854444,0,92.0,74.0,18.0
Punjab,Kapurthala,31.336592638036837,75.47641165644177,36,815168,9732,336124,10190,5445,334,23145,161206,95770,165433,77442,48221,174995,575495,276707,0,91.0,71.0,21.0
Punjab,Ludhiana,30.76596397379912,75.83110851528383,41,3498739,58589,1502403,77713,16517,1254,123400,703624,641789,395032,318876,272280,631980,2372099,923358,0,87.0,73.0,18.0
Punjab,Mansa,29.919547714285724,75.4304922857143,47,769751,2673,156539,10375,917,493,10085,140099,50786,145603,48663,27461,311513,434158,258878,0,88.0,55.0,40.0
Punjab,Moga,30.756540067340065,75.1600845117845,42,995746,7897,158414,9388,3277,365,21662,183396,74144,214295,85642,37417,306336,638000,363417,0,89.0,63.0,31.0
Punjab,Muktsar,30.31243303303303,74.5518747747748,44,901896,4571,254920,4333,1681,433,14077,166585,74650,149507,62612,36905,340886,544427,381554,0,90.0,58.0,38.0
Punjab,Patiala,30.214540380693364,76.27505893949697,48,1895686,24274,783306,40043,5683,1410,55105,352929,218090,299279,157435,141947,518772,1280816,465359,0,89.0,67.0,27.0
Punjab,Rupnagar,30.910937330754347,76.53743500967126,51,684627,6600,304481,14492,2094,143,17542,129123,60537,148162,68794,38823,124100,492696,180905,0,92.0,73.0,18.0
Punjab,Sangrur,30.185045204336895,75.89437014178496,53,1655169,10736,389410,179116,2406,1038,30955,305557,156788,292156,130155,73636,570103,1054379,461609,0,89.0,61.0,34.0
Rajasthan,Ajmer,26.199300378787903,74.6990419191919,119,2583052,13499,2201663,314159,10605,184,41732,393498,274919,409335,130608,172683,1034334,1618919,478027,63482,95.0,59.0,40.0
Rajasthan,Alwar,27.55271738035265,76.65359630562563,104,3674179,9750,3039279,547335,2696,348,45770,485723,212967,782294,230415,222622,1384905,2262867,653036,289249,89.0,59.0,38.0
Rajasthan,Banswara,23.453642032967014,74.44246868131869,125,1797485,2324,1701234,48834,22250,109,15062,120603,39407,390437,50438,47094,1040914,748794,80091,1372999,98.0,46.0,58.0
Rajasthan,Baran,24.98023243243244,76.86210651828291,128,1222755,1363,1133349,79984,1432,48,9491,161310,69804,249184,46847,49939,545842,722755,221184,276857,93.0,57.0,45.0
Rajasthan,Barmer,25.77070908045978,71.50297126436782,115,2603751,2766,2244882,321192,1157,34,37730,126494,55980,542825,52272,39533,1501858,1179796,436414,176257,90.0,46.0,58.0
Rajasthan,Bharatpur,27.32411858037578,77.21752077244258,105,2548462,4179,2143046,371286,1576,18,26106,288723,129697,479437,147520,132571,1104824,1524305,557305,54090,88.0,58.0,43.0
Rajasthan,Bhilwara,25.45119767759564,74.63947595628417,122,2408523,6207,2224839,142427,1978,60,24014,373644,145865,530015,92785,106667,1180456,1347909,407947,229273,97.0,52.0,49.0
Rajasthan,Bikaner,28.12489068322981,73.26943322981371,101,2363937,7607,2073356,235741,1901,79,29531,220793,196179,335754,80296,101714,1015331,1341957,493646,7779,91.0,54.0,43.0
Rajasthan,Bundi,25.48580716049379,75.79984074074079,121,1110906,1392,1017688,66609,682,24,7705,136969,63452,239836,41227,41052,553622,585809,210788,228549,92.0,53.0,50.0
Rajasthan,Chittaurgarh,24.631623761665463,74.80010997846382,126,1544338,4941,1413163,97855,1274,136,16560,268172,88873,366780,58129,67155,715545,868699,250224,201546,97.0,53.0,46.0
Rajasthan,Churu,28.29330375536484,74.65846427038629,102,2039547,2577,1777879,249736,958,127,15259,231696,148996,344897,100677,77282,910226,1228712,451721,11245,94.0,56.0,45.0
Rajasthan,Dausa,26.91234817629181,76.57342097264443,109,1634409,1719,1582335,45488,439,115,14539,195277,59610,361084,92559,90833,681980,1005436,354337,433344,91.0,57.0,42.0
Rajasthan,Dhaulpur,26.72397054945053,77.74476219780222,106,1206516,1330,1127520,72258,688,21,9504,96086,58626,214670,45590,37856,552106,682444,245695,58594,85.0,57.0,46.0
Rajasthan,Dungarpur,23.75104807692308,73.84765641025645,124,1388552,1477,1340065,28662,830,853,11742,141275,31547,322816,42887,39312,764563,675840,52267,983437,99.0,49.0,55.0
Rajasthan,Ganganagar,29.256785412667963,73.56192303262948,99,1969168,6295,1437144,50688,2077,164,24901,283142,164897,397697,105734,104071,710223,1181845,720412,13477,89.0,61.0,36.0
Rajasthan,Hanumangarh,29.1813351791531,74.74632573289902,100,1774692,3360,1433067,118673,1542,138,16217,243163,108694,389059,104087,84185,723454,1088552,494189,14289,91.0,58.0,41.0
Rajasthan,Jaipur,27.033459290187885,75.77117286012533,110,6626178,76565,5819980,687452,12708,257,182350,990085,977838,754841,455527,703673,2046038,4433665,1003302,527966,91.0,65.0,31.0
Rajasthan,Jaisalmer,26.86900838548185,71.18371877346682,114,669919,754,497045,168129,874,34,7416,43141,30830,159117,12759,10604,397649,267105,99134,42429,85.0,46.0,59.0
Rajasthan,Jalor,25.07578093797277,72.18647261724662,116,1828730,1585,1732852,78990,730,82,12794,161845,48202,419216,32366,25210,1033534,870570,357196,178719,95.0,45.0,57.0
Rajasthan,Jhalawar,24.24725541474657,76.11242891705065,129,1411129,1750,1299751,96164,842,42,9403,220428,63763,298624,46267,47985,696680,747822,243582,182229,95.0,52.0,49.0
Rajasthan,Jhunjhunun,28.13517401247401,75.52840893970894,103,2137045,4828,1905682,228178,1004,85,24178,297559,150357,500452,192240,158936,712584,1536668,360709,41629,95.0,64.0,33.0
Rajasthan,Jodhpur,26.678460838536967,73.00450847457628,113,3687165,19335,3224399,411558,6035,80,54808,408808,307442,584215,154789,177199,1591957,2036941,608024,118924,92.0,55.0,43.0
Rajasthan,Karauli,26.51901555555556,76.96081818181815,107,1458248,1059,1370977,81553,602,413,13045,132079,59308,305047,69443,67639,668926,840673,354465,324960,86.0,55.0,46.0
Rajasthan,Kota,25.175718080000014,76.18618928000001,127,1951014,12843,1661307,243993,5665,286,36297,339899,311735,203454,118710,167778,588142,1317870,405408,183816,91.0,67.0,30.0
Rajasthan,Nagaur,27.07862016048146,74.14215667001012,112,3307743,4449,2833443,454487,1912,276,35328,347344,166489,675712,147701,117444,1533137,1910801,699911,10418,95.0,53.0,46.0
Rajasthan,Pali,25.80490393541874,73.55285640766907,118,2037573,4043,1870543,143476,1345,52,19270,326793,139808,512909,71472,67021,983050,1216936,398096,144578,99.0,53.0,48.0
Rajasthan,Rajsamand,25.24894767441859,73.96570215946844,123,1156597,1989,1105676,33677,759,68,9222,193276,61054,304622,41063,34286,544517,674367,148168,160809,99.0,54.0,47.0
Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,108,1335551,1887,1165505,155681,945,42,14310,140947,71264,282057,57625,70870,586492,759711,278789,285848,90.0,56.0,44.0
Rajasthan,Sikar,27.64644058641976,75.29317422839503,111,2677333,5647,2342076,327583,1122,15,28382,339457,178274,527560,200430,181282,967497,1859871,418806,75349,95.0,62.0,36.0
Rajasthan,Sirohi,24.7976905263158,72.75309131578943,117,1036346,2146,996562,30479,1284,56,10297,134089,69639,238535,30724,27076,577092,497001,201863,292470,94.0,46.0,56.0
Rajasthan,Tonk,26.153935071707927,75.79192216427637,120,1421326,1908,1243527,153146,754,30,12482,158264,81755,298911,64431,67155,661902,816124,287903,178207,95.0,53.0,47.0
Rajasthan,Udaipur,24.44076752136749,73.84029839743584,130,3068420,14211,2869976,104307,7406,373,48517,357846,182769,665449,102085,142672,1528671,1535470,188525,1525289,96.0,52.0,50.0
Sikkim,East,27.29600352941175,88.74908392156858,93,1709346,80037,1410852,178807,15792,366,127465,352758,461132,1086,235187,246988,169693,1334283,281422,0,88.0,79.0,10.0
Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,616,754894,1749,708397,7942,37403,42,8371,177502,30322,223955,53934,57524,233438,532701,176230,10722,101.0,64.0,31.0
Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,603,4646732,217368,3751322,439270,358662,1759,355838,1096334,1314125,0,464207,905515,419065,3642032,779667,10061,99.0,81.0,9.0
Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,632,3458045,63273,3044145,211035,190314,237,149920,896325,884957,284795,273098,440520,519919,2504188,535911,28342,100.0,76.0,15.0
Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,617,2605914,15396,2391675,123749,83334,138,50938,598412,260780,497429,186394,227530,634041,1868837,763944,15702,99.0,70.0,24.0
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,3651,1452956,38304,14089,87,18927,337972,91107,396819,103367,112592,512824,1011099,245392,63044,95.0,61.0,34.0
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,9155,1879494,105012,169945,138,38677,500057,269724,443818,153100,163050,480681,1595029,452376,8064,100.0,69.0,22.0
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,18604,2115455,76098,55899,157,58861,595211,432398,411286,155344,215514,608003,1510680,369483,21880,99.0,66.0,27.0
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,100322,3537399,173785,256762,756,200738,961161,774705,438799,312208,526886,678374,2867809,948081,41210,99.0,75.0,17.0
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,15673,909872,78590,876299,10,52943,465692,493788,104253,226312,254107,210901,1625788,74249,7282,102.0,83.0,11.0
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,4915,993666,53292,16483,79,17995,264949,152420,212241,77874,85595,276930,759410,221385,575,102.0,68.0,26.0
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,34097,2760502,168881,97711,305,95311,754141,592723,417718,250285,363152,449125,2398674,408976,11096,99.0,75.0,15.0
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,5585,1435072,128617,47579,110,19692,381940,118724,399016,122350,125639,253572,1306690,509767,3756,103.0,75.0,16.0
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,8960,1673652,32483,16909,199,31581,441044,257127,370357,126468,169206,388418,1200360,345392,57059,99.0,68.0,22.0
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,1507,521658,32702,10301,26,7745,135751,33179,155413,41447,44025,109011,443373,175289,2584,100.0,66.0,19.0
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,4494,1428784,114194,72850,293,18272,354493,104229,399712,121706,111731,447346,1167183,284804,1283,101.0,69.0,28.0
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,5172,1047411,208038,91139,36,22379,291400,126761,290478,105978,97405,107292,1186606,249008,1105,98.0,72.0,8.0
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,20660,3326357,95487,53841,246,63867,835377,597539,572813,242306,296399,955045,2335432,580512,119369,95.0,66.0,27.0
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,5773,1186078,74310,75481,24,24456,314270,143193,309224,103903,115894,311112,998410,227746,790,100.0,72.0,23.0
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,13495,2075870,190814,133971,148,42912,555582,274302,479070,178126,222410,461123,1812871,455062,3561,103.0,74.0,19.0
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,4667,1148990,56751,37574,74,18830,312310,221295,189328,95231,101147,270738,891561,258200,1835,99.0,70.0,22.0
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,75634,3325823,143093,233633,530,174279,909400,732196,387237,303091,451321,610048,2687680,821646,47243,99.0,75.0,16.0
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,4416,1132785,96092,33192,64,15535,303114,86848,321331,103908,99082,175564,1067502,430927,3034,102.0,75.0,14.0
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,6445,2294369,91636,66987,110,27529,549077,147061,563102,174560,158041,672427,1782712,565329,90954,99.0,66.0,27.0
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,20623,3397857,414760,111390,251,69912,865913,486801,653499,311434,308514,891430,2965827,860212,72955,101.0,70.0,23.0
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,10219,1822626,47838,67405,75,37357,505950,370942,363782,138306,167506,403246,1450277,399831,2294,101.0,72.0,21.0
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,273,307120,8256,22940,206,5067,46875,14071,89457,9157,6425,109130,260948,61688,210608,94.0,73.0,29.0
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,997,507967,105737,44062,70,10310,81601,42184,150437,22720,18419,156840,559122,114968,179426,97.0,75.0,23.0
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,948,736015,49258,39258,808,10393,133744,44906,219171,31690,26870,188363,691125,140168,344835,96.0,74.0,22.0
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,6394,1512801,152791,53622,430,36186,314567,217016,289621,88122,85405,279053,1464673,338094,431944,96.0,79.0,16.0
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,27183,3922718,411313,10076,384,82012,536402,406852,496971,317618,199395,963202,3141380,991325,7255,87.0,61.0,22.0
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,13634,2904140,729283,7635,91,58336,268120,275942,582117,216997,172585,1352181,2137251,755254,629,88.0,57.0,37.0
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,24122,5102041,796756,13782,305,85491,391542,265304,983266,502826,428871,1756098,4061896,1309851,7955,90.0,62.0,29.0
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,2509,1985654,401678,2536,33,27308,99581,65031,501559,172872,194387,813502,1718855,591125,746,98.0,62.0,34.0
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,2404,1273546,101963,1004,444,14279,65479,58438,255836,101542,79012,276224,1063360,391622,150,86.0,67.0,20.0
Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,191,4613913,6652,3878626,718692,3810,226,47324,183381,80434,891024,312571,158303,1218146,4024458,1171378,9327,102.0,60.0,26.0
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,2989,917474,364583,1840,25,19999,119121,69991,246055,79475,44164,376700,887221,149060,14,86.0,61.0,29.0
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,2681,2291892,1169330,6400,38,35463,85814,61742,698520,65106,47690,1920966,1381933,509307,11159,89.0,40.0,55.0
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,4672,3004240,213440,4463,64,42969,119972,64454,564927,323582,200434,1032533,2348254,494698,110114,94.0,61.0,32.0
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1551,1333242,805975,3228,87,15510,57400,35768,410070,40633,37109,1332817,876131,277212,24887,93.0,40.0,62.0
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,1655,1637549,157612,1367,50,18612,73522,67569,378056,61702,63112,588025,1235531,387855,163,86.0,56.0,33.0
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,3159,2505444,737106,4857,211,26293,108116,79068,635840,132332,113799,1540841,1760720,864559,610,91.0,52.0,47.0
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,15164,2830768,1536534,14822,339,56575,272830,362798,631613,172554,146446,1744527,2409592,557150,3227,89.0,49.0,39.0
